ADMINISTRATOR,"Responsibilities:
Providing secretarial support; mainlyadministrative and clerical support.
Coordinate, verify and monitor the progress onmultiple projects and the operations of theCompany.
Work closely with respective HODs in reports,documentation and operations of their individualdepartments/projects.
Writing minutes of meetings as and whenrequired.
Set up of appointments, meeting schedules andmaintaining calendar of activities.
Establish and maintain proper filing system of thedepartment.
Handling incoming calls, messages and relatedmatters.
Compilation of periodic and ad-hoc reports.
Requirement:
Possesses at least a Diploma in Secretarial orequivalent.
Candidate with experience from propertydevelopment/construction will have an addedadvantage.
Strong communication and interpersonal skills.
Meticulous, organized and able to work in a fast-paced environment.
Ability to operate MS Office applications (Excel,Word & Power Point) at an advanced level.
Excellent written and spoken English & BahasaMalaysia.
Writing and reading English and Malay languagewill have an advantage
Posses own transport."
Customer Service Executive-Shah Alam,"We are looking for a Customer Service Executive for a newly consolidated business administration unit, LIGER (Malaysia and Singapore) which took effect from 01 July 2016.


Jotun has started business in Singapore and Malaysia since 1971 and 1982 respectively. The business in these 2 different countries has been operated with separated companies and management from the beginning. Over the years, Singapore has developed to be an important market for Jotun in Marine & Protective segments and achieved NOK 640 million external sales in 2015. At the same time, Jotun Malaysia has also grown in all the 4 segments and achieved NOK 910 million external sales in 2015.


With LIGER project, the business administration in these 2 countries has been consolidated as one unit and manages by the same management team. The legal setup is to be maintained as is with 2 separated entities for statutory purposes. Performance of the business will be measured as one unit with the consolidated results.


The primary objective of LIGER is to strengthen management and competency of the combined organization. In addition, we want to synergize the combined business to improve operational efficiency and achieve long term cost saving to sustain profitability to the future.


The position will report directly to the Assistant Customer Service Manager
Job description
Organize all incoming orders before 11.30am for processing and billing efficiently and accurately.
Follow-up with customer service assistant on pending order status daily upon availability of stocks and also follow-up with warehouse on delivery status in order to feedback customers and sales.
Provide prompt and accurate feedback to customers and sales department on orders and delivery status.
Maintain and monitor internal control and flow of documents issued by consignment centre.
Co-ordinate and monitoring the daily outstanding orders with Production to meet customer datelines.
Analyze and monitor work distribution, staff performance and overall section performance.
Assist in the absence of Customer Service Assistant Manager.
Correspond with Inter-company and customers on the status of orders, processing billing/invoicing for the orders.
Qualifications
Bachelor Degree in Business Studies/Administration/Management or equivalent with at least 1-3 years of relevant sales experience.
Possess excellent interpersonal, communication, marketing and negotiation skill.
Proficient in Microsoft Office application.
Successful candidates will be based in Shah Alam, Selangor.
Education field
Administration / Management
Sales / Marketing
Education level
College / University, Bachelor's degree
Personal qualities
Initiative & Responsibility: acts on own initiative, makes things happen and accepts responsibility for the results
People Management: provides team with a clear sense of direction, inspires and coordinates others and keeps them focused on objectives
People Development: develops people through delegation, empowerment and coaching; promotes career and self development
Steadiness: creates a stable and re-assuring work atmosphere; supports and encourages team in difficult times; is firm and reliable
Analysis & Judgment: quickly understands and analyzes complex issues and problems; comes up with sound and rational judgments
Constructive Teamwork: co-operates well with others; shares knowledge, experience and information; supports others in the pursuit of team goals
Language
English
Malaysian (Bahasa Malaysia)
Chinese
We offer
Extensive opportunities for professional and personal development, both through on-the-job training and Jotun Academy.
A friendly and supportive working environment.
A continuous focus on reinventing and innovating high quality products.
An international Corporate Culture founded on our four values; Care, Respect, Loyalty and Boldness.
Exciting challenges in a growing company with excellent financial results.
Insurance and Pension schemes
Relocation and Global mobility support
Miscellaneous info
Travel: No travelling required"
Assistant Manager Customer Services - Taiping,"Some careers grow faster than others.

If youre looking for a career that will give you plenty of opportunities to develop, join HSBC and your future will be rich with potential. Whether you want a career that could take you to the top, or simply take you in an exciting new direction, HSBC offers opportunities, support and rewards that will take you further.

Retail Banking and Wealth Management leverages HSBCs global retail banking expertise and wealth management capabilities to deliver a broad range of world-class retail banking solutions to millions of customers. Driving for growth in key markets around the world, the business comprises areas such as retail banking, wealth management, insurance and asset management, with a focus on customer-centric propositions and innovative and efficient distribution channels that will differentiate our customer experience and deliver market leading retail banking and wealth management solutions.

We are currently seeking an experienced professional to join this team in the role of Assistant Manager Customer Service.
Principal Responsibilities

Reporting to the Branch Manager, the individual will be responsible for assisting the branch manager to plan, direct and control all aspects of branch operations and service standards and pro-actively plan and implement business strategies to ensure maximum profitability via excellent Customer Service experience .

Assist the Branch Manager in planning and developing a business development strategy to increase penetration and maximize via service excellence.
Proactively walk the Sales Floor to engage customers and staff for effective supervision and to lead the sales and service floor by setting an example.
Support the branch campaigns (in branch & external) & promotions and establish external potential customer contacts & network in the local market.
Champions initiatives as a branch representative to drive a positive mindset in the branch staff to offer top quality customer experience.
Adopting an engaging and leading role while handling customer disputes and complaints and ensuring reporting via the tracking systems.
Ensures high and consistent standards of service delivery represented by various periodic service measures for all non-sales staff.
Provides support and encouragement to non-sales staff through training to spot opportunities and pass leads to sales as part of customer service process and take over most of customer servicing activities which are passed over from sales staff.
Managing customers expectation, identify needs and provides relevant solutions in accordance to the Banks Know Your Customer (KYC) and business ethics policy
Monitors Branch compliance with legal and regulatory guidelines, remedy breaches to ensure effective implementation of audit standards, randomly check operational procedures, ensure deficiencies are rectified and take corrective action on audit/compliance findings.
Maintain and ensure due observance of HSBC Internal Control Standards, including the timely implementation of recommendations made by internal/external auditors and external regulators.
Qualifications
Requirements
At least 1-2 years working experience in branch services and operations at supervisory management level with good understanding of RBWM products and services
At least a degree in Business Administration or any other related fields.
Having a Certified Financial Planner (CFP) certificate  (although this is an added advantage, it is optional)
Able to drive excellent customer service standards
Good interpersonal skills with well developed hands on approach in coaching and mentoring skills
Strong leadership experience in managing large team of service employees
Excellent planning/organization skills/analytical reasoning and lateral thinking
Highly adaptable and flexible to regular changing work environment
Results driven and ability to make decisions whilst working under pressure
Only Malaysian citizens are encouraged to apply

Youll achieve more when you join HSBC.
www.hsbc.com/careers

HSBC takes pride in a diverse and inclusive working environment that sees our people benefit from mentoring, flexible working and the support of Employee Resource Network Groups. Personal data held by the Bank relating to employment applications will be used in accordance with our Privacy Statement, which is available on our website.

Issued by HSBC Bank Malaysia Berhad."
MYS CTSM KL AML FIU Analyst Fresh Graduate only,"Primary Location: Malaysia,Wilayah Persekutuan,Kuala Lumpur
Education: Bachelor's Degree
Job Function: Operations
Schedule: Full-time
Shift: Day Job
Employee Status: Regular
Travel Time: No
Job ID: 18052395

Description

Key responsibilities
Analyzing alerts and investigating transactional activities to detect any suspicions of money laundering or terrorist financing activity
Conducting searches, gathering data and recording evidence from Citi internal systems, the internet, commercial databases and enquiries from Business or Compliance contacts within Citi
Accumulating facts from investigations to be utilized in presentation to Senior Management and Compliance
Conducting enhanced due diligence investigations in support of policies and procedures
Creating / maintaining cases
Analyzing client activities which might relate to money laundering or terrorist financing subject to Senior Analyst verification and authorization
Conducting alert investigation using global standard policies, procedures and tools aimed at meeting internal and external regulatory requirements
Operating within agreed business SLAs and confidentiality standards
Applying or adapting knowledge (obtained from training) of any imposed sanctions(s) or laws/regulation(s) to the task at hand
Building and applying knowledge of money laundering processes
Requirements

Skills and competencies:
A person in this role has a passion for uncovering the truth and exposing potential criminal activities He/she has a genuine interest in the news and current affairs with the ability of cross referencing them during investigations He/she is methodical, analytical, open minded and have the desire to thoroughly and accurately research, extract, compile and connect information from various sources Additional requirements:
Good knowledge of English and high standard of written and oral communication skills
Strong analytical skills and attention to detail
Good at decision making
Good understanding of Windows applications (Word, Excel, etc) and Internet & commercial database searches
Development Value: building AML expertise
Experience
Preferred: 0  1 year of research/analysis experience and / or experience in banking operations or compliance
Fresh graduate are considered


Qualifications

Qualifications
Banking / Finance / Business background
Demonstrated ability to perform detailed analysis of raw data based on policy and work instructions"
Clerks/Secretaries/Administrative Support,"LAW FIRM at Jln. Raja Chulan, K. Lumpur is URGENTLY seeking for CLERKS / SECRETARIES / ADMINISTRATIVE SUPPORT.

Requirements:-
SPM or equivalentgood spoken & written EnglishMS-word competentexperience in clerical work preferably in law firmsability to speak in multi-local dialect is an advantage

Positions are open for MALAYSIANS only.

Application is to be emailed to Office Manager complete with CV, resume, expected salary and daytime contact number.

Only shortlisted applicants will be called for interview."
Typo - Christmas Part Timer - GENTING PREMIUM OUTLET,"Do you love Typo?

Join us these holidays as a hard working, customer service focussed, Christmas Part Time Sales Assistant!
Our store experience is about discovery, finding hidden gems to help you create your space and celebrate events. Typo is defined by many personalities and its certainly not one size fits all. Its a brand that pushes the boundaries and explores possibilities. Your role will be integral in delivering great customer service to our valued customers.

We love what we do, and want YOU to know what its like to be a part of our FUN and SUCCESSFUL retail team these holidays!

Whats in it for you?
Join a fun and exciting working environment
Learn how to deliver a great retail experience to your customer
Great team discount & offers across all of the 6 Cotton On Group brands
Permanent opportunities for high achievers
Must Haves!
The Christmas Part-time contracts run from November through to January, must have full availability between 5 November 2018 to 8 February 2019, including weekends & public holidays
A Fun and Positive attitude
Team Player
Fantastic Communication & Customer Service skills
And lets not forget that all important Christmas cheer! HO! HO! HO!
*NB: Due to the high volume of applicants, only successful candidates will be notified. *All applicants must be above minimum working age."
"Customer Relations Operation Specialist, IKEA Southeast Asia","About the job

Were looking for someone passionate about the customer and ready to take the next step into a specialist role, working work at the heart of our multichannel transformation and ambitious expansion agenda into new markets.

Your assignment
Besides developing/improving processes and securing payment gateways, your job is to enable an easy buying experience for all customers throughout the complete payment process. You will anchor a pragmatic approach to customer-focused decision making and look at maximising potential improvements for an effective, efficient and secured payment process in all touchpoints, whether it is our brick-and-mortar stores or Ecommerce.
You are always learning from our customers experiences so that we continually improve their experience at payment touchpoints for an easier, faster, more convenient experience, especially in the store.
You are motivated by our long-term goals and energised by getting things done, changing behaviours and challenging operational trends. You work with manager & different stakeholders in Stores and Service Office to implement, monitor and follow up on actions derived from all customer feedback and analysis. This is to meet and exceed our customers expectation and secure life-long satisfaction.
You will optimise the relationship with our customers in order to drive sales growth and sustained, long-term profitability through monitoring and following up on challenging goals and Key Performance Indicators (KPIs).
You will analyse customer feedback and check-out performance and ensuring the Checkout Services Man-agers use these insights to make improvements to the service for our customers.
Your responsibilities include being matrix to the stores checkouts function for overall competence and de-velopment. Reporting to the Customer Relations Manager, you are a key contributor to the Service Office Customer Relations team.

Your profile
You are someone with at least 5 years relevant and experience in a leadership role, and a proven track record in customer-facing functions within IKEA. You have a passion for retail, home furnish-ings, and in creating a fantastic customer shopping experience at our stores.
You have comprehensive knowledge in the areas of payment systems innovation, processes, and IKEA best practice. You possess an ability to tap on customer intelligence and convert insights into actions and improvement in customer shopping & payment experience across all touch points.
You enjoy interacting with people and have a holistic approach with the ability to work both at stra-tegic and tactical levels. You have energy for managing relationships, coaching people and helping them grow and develop competence and leadership.
You have the confidence to express your own views, initiate change, map process and identify root causes, make operational breakthroughs, and collaborate with and influence others in a cross-functional environment. You identify with our IKEA values and make this a living reality wherever you are working, whether independently, with teams or across cultures.

Please apply via IKEA Job page latest by 15 October 2018"
Part Time Sales Advisor,"Type
Part-time
PART TIME SALES ADVISOR (EKO CHERAS)
Like to spread the fun of fashion? Constantly thinking of learning new fashion trends? Cant sit still? Always eager to help others with your outgoing personality? Youll be perfect as our Sales Advisor!

Intrigued? Heres how you can be our Sales Advisor!
Having a great customer- focused mindset, always thinking of creating a great shopping experience with excellent service to our customersBeing passionate about our brandHaving a friendly, social and helpful personality with a positive attitudeBeing open to feedbackHaving great communication skillsHaving the willingness to learn and improve

Dont believe us? Hear it yourself from our colleague!
https://career.hm.com/content/hmcareer/en_sa/what-can-you-do-here/sales/sales-advisor.html

H&M;  The Place of Possible. Apply now!"
Admin Assistant," Job Scope:
billing and invoicingto perform data entry and scan documentsto assist in resolving any administrative problemstO prepare and modify documents including correspondence, reports, drafts, memos and emailstoManage workflow by assigning tasks to other administrative employees daily, ensuring that deadlines are met and work is completed correctly

 Job Qualification:
proficiency in MS Word, MS Excel and MS Outlook a mustfresh graduteMinimum 1years above working experience in related fieldGood Mandarin/English/Malay and computer skills.Good communication & interpersonal skillsgood research skills and attention to detailgood communication in english chinese

Jalan Ipoh(Riverwalk Village)
Working TimeMonday-Saturday (9AM-6PM)
Gender(Available for Female Male)

Benefit:
EPF,SOCSO,BONUS, LIFE BENEFIT


Please email your resume to our HR department.

Job Type: Full-time

Salary: RM1,500.00 to RM1,700.00 /month"
ADMIN EXECUTIVES / SECRETARIES,"1 )
Arrange and coordinate conferences, factory and corporate site meeting on weekly & monthly basis.

2 )
Follow up on issues raised during meetings; ensure all action has been taken by related parties.

3 )
Arrange interviews and appointments.

4 )
Assist during activities or visits organized by company.

5 )
Maintain important and confidential records / schedules.

6 )
Assist in compiling data, reports or slides for meetings and other administrative tasks.

7 )
Read reports and summarize information to facilitate superior's review.

8 )
Perform other ad hoc responsibilities as assigned by superior or Management.



Requirements



1 )
Candidate must possess Degree in Economics, Business Studies/Administration/Management or equivalent from reputable universities.

2 )
At least 2 to 4 years of related working experience.

3 )
Strong analytical and interpersonal skills.

4 )
Pleasant personality and able to interact with all levels of people.

5 )
Positive working attitude and able to work independently or in a team environment.

6 )
Good command of English both (spoken and written).

7 )
Able to converse in Mandarin will be an added advantage.

8 )
FRESH GRADUATES are also encouraged to apply."
