Typo - Christmas Part Timer - 1 UTAMA,"Do you love Typo?

Join us these holidays as a hard working, customer service focussed, Christmas Part Time Sales Assistant!
Our store experience is about discovery, finding hidden gems to help you create your space and celebrate events. Typo is defined by many personalities and its certainly not one size fits all. Its a brand that pushes the boundaries and explores possibilities. Your role will be integral in delivering great customer service to our valued customers.

We love what we do, and want YOU to know what its like to be a part of our FUN and SUCCESSFUL retail team these holidays!

Whats in it for you?
Join a fun and exciting working environment
Learn how to deliver a great retail experience to your customer
Great team discount & offers across all of the 6 Cotton On Group brands
Permanent opportunities for high achievers
Must Haves!
The Christmas Part-time contracts run from November through to January, must have full availability between 5 November 2018 to 8 February 2019, including weekends & public holidays
A Fun and Positive attitude
Team Player
Fantastic Communication & Customer Service skills
And lets not forget that all important Christmas cheer! HO! HO! HO!
*NB: Due to the high volume of applicants, only successful candidates will be notified. *All applicants must be above minimum working age."
Merchandising Executive,"To handle internal and external customers, which including both Retail outlet and franchisees enquiries completely, accurately and feedback on time.To handle the ordering, stocks replenishment, delivery status, defective stocks and other related issues.To work closely with Purchasing and Warehouse Departments with Customers enquiries on delivery and ordering status.To provide customers with professional advice and recommendation skills.To feedback monthly management reports on time.
- To liaise with branches/ franchisees on day-to- day stock fulfilment/ replenishment/ ordering and other issues related to merchandising of products at retail outlets.
To support branches/ franchisees with merchandising display/ POP material.To assist branches/ franchisees in stock transfers, defective goods etc.
Job Requirements:
STPM/ Certificate/ Diploma in any field; fresh graduates are encouraged to apply.Candidate must be Customer Service oriented and good follow-up skills.Proficient in English and Chinese.Possess positive attitude, independent and able to work in a fast pace dynamic environment.Computer literate and quick learner on system.Applicants must be willing to work in Dataran Prima, Petaling Jaya."
Human Resource Manager,"Responsibilities:
Manage the entire spectrum of HR functions, including Recruitment & Staffing, Manpower Planning, Compensation & Benefits, Employee Relations, Training & Development and Industrial Relations
Develop and formulate HR policies and procedures to improve efficiency
Handle and provide advice on disciplinary issues, staff counselling and grievances, transfers, termination and other employee relations matters
Oversee monthly payroll
Develop, implement and administer compensation and benefits package for staff retention
Oversee the office management and administration matters
Identify, develop and implement appropriate learning and development programs for staff
Provide support in other areas of human resources and assist in ad hoc projects as required

Requiements:
Possess a Diploma / Degree in Human Resource Management, Business Management or any relevant discipline
Minimum 6-8 years of relevant working experience in a managerial capacity
Good communication skills with strong command in both spoken and written English
Able to interact effectively with different level of employees
Good leadership abilities and able to work independently
Well versed and familiar with local Employment Act
Resourceful, independent and a fast learner
Applicant must be Malaysian Citizen and willing to work in Kluang"
Receiving Clerk,"Posting Date Jan 22, 2018
Job Number 1800086T
Job Category Finance and Accounting
Location Desaru Resort WS, Desaru, Malaysia VIEW ON MAP
Brand Westin Hotels & Resorts
Schedule Full-time
Relocation? No
Position Type Non-Management/Hourly

Start Your Journey With Us
At Westin, we are committed to empowering the well-being of our guests by providing a refreshing environment, thoughtful amenities, and revitalizing programming to help ensure that they leave feeling better than when they arrived. We recognize that travel can be disruptive to our guests well-being, and were energized to assist as partners in helping them maintain control and soaring above it all while on the road. Everything we do is designed to help guests be at their best, and they appreciate our supportive attitude, anticipatory service and extensive knowledge on how to best assist them throughout their stay. We are looking for dynamic people who are excited to join the team and ready to jump into any situation to give a helping hand. If youre someone who has is positive, adaptable and intuitive, and has a genuine interest in the well-being of others around you, we invite you to discover how at Westin, together we can rise.
Job Summary

 Check figures, postings, and documents for correct entry, mathematical accuracy, and proper codes. Organize, secure, and maintain all files, records, cash and cash equivalents in accordance with policies and procedures. Record, store, access, and/or analyze computerized financial information. Maintain accurate electronic spreadsheets for financial and accounting data. Classify, code, and summarize numerical and financial data to compile and keep financial records, using journals, ledgers, and/or computers. Prepare, maintain, and distribute statistical, financial, accounting, auditing, or payroll reports and tables. Complete period-end closing procedures and reports as specified. Prepare, review, reconcile, and issue bills, invoices, and account statements according to company procedures.
 
Follow all company policies and procedures; ensure uniform and personal appearance are clean and professional; maintain confidentiality of proprietary information; protect company assets; protect the privacy and security of guests and coworkers. Address guests' service needs in a professional, positive, and timely manner. Speak with others using clear and professional language; prepare and review written documents accurately and completely; answer telephones and emails using appropriate etiquette. Move, lift, carry, push, pull, and place objects weighing less than or equal to 10 pounds without assistance. Develop and maintain positive working relationships with others; support team to reach common goals; listen and respond appropriately to the concerns of other employees. Perform other reasonable job duties as requested by Supervisors.

Marriott International is an equal opportunity employer committed to hiring a diverse workforce and sustaining an inclusive culture. Marriott International does not discriminate on the basis of disability, veteran status or any other basis protected under federal, state or local laws."
"Part-Time, Customer Relationship","Part-Time, Customer Relationship(Job Number: 001PH)
Description

Summary:-

Direct customer servicing via telephone and taking ownership of each enquiries/complaints with proper follow up, actions to ensure resolution does reaching customer satisfaction.
Constant contributions towards achieving service level and abandon rate targets.
Job responsibilities:

To service customers over the phone and practices telephone courtesies at all times.
Practicing quality in all aspect of the job to ensure customer satisfaction.
Ensure good customer retention by providing excellent and professional services
Active participation in team/unit and department activities in inculcates close team relationship among team mates.

Regularly contributes ideas for work and workplace improvement.

Qualification / Experience:-

SPM with relevant work experience.
Undergraduate ( Certificate, Diploma, Degree, Masters )
Good communication skills and able to work under pressure with minimal supervision
Able to converse in Mandarin is an added advantage"
QA Specialist,"Are you enthusiastic? Are you hungry to learn (or just hungry in general)? Do you love watching TV shows & movies? Are you highly organized, efficient, and meticulous? Well then... This is the place for you!
The QA Specialist will be the final gatekeeper to ensure only good quality videos are served on iflix. You will be watching a lot of TV show and movies, making sure the videos are good to be published, and strive to get them published on time!
You will get to watch a lot of TV shows and movies!
You will need to make sure the videos are done right and in good quality.
You will strive to get content ready to be published ASAP.
You will have to be really passionate about TV shows and movies!
WE WANT YOU IF YOU ARE:
Highly attentive to detail, have keen eye (and ear) for anything out of ordinary while working at fast-forwarded speed.
Have sense of urgency and adapt to changes promptly.
Intermediate computer skills, preferably with video editing experience.
Able to communicate well in English plus in any other local languages. Korean literacy will be an added advantage.
1 - 2 years working experience. Fresh grads are welcome!
Really passionate about TV and movies!
Sound like you? Apply now!"
Downstream Finance Analyst,"Job Description
Job Purpose:
Reporting & Analysis Team - Finance Analyst to support Group Reporting, Controllers and Finance Managers in their work for the Shell Downstream business, to ensure timely and accurate reporting of the financial results for the Oil Products business.

Job Responsibilities:

Complete all assigned complex process activities (General Leger, Group Reporting, Management Information, Statutory and other) in a timely and accurate manner.
Provide support to other team members on complex issues using knowledge and experience
Provide expertise to Finance Operation (FO) and non FO stakeholders: GFRM / IFRS subject matter expert
Resolve and escalate issues timely and effectively
Comply with team, center, process and global policies and procedures
Manage effectively interfaces with FO and non FO stakeholders, build end to end perspective
Ensure operational and design effectiveness of the controls within areas of responsibility
Control operator (RDS, FCM, business)
Company Description
Shell is a global group of energy and petrochemical companies, active across more than 80 countries, employing 90,000 people.
Shell Business Operations Sdn Bhd (503619-D), a LEED Platinum certified green facility in Cyberjaya, provides a wide range of professional services to support the efficient operation of the Shell Group. The Centre delivers world-class operational excellence to the business through shared operations and services that include Human Resource, Information Technology, Finance, Customer Services, Order to Delivery and Contracting & Procurement. The Centre is currently on a growth path and as part of this rapid growth, we are looking to recruit talented professionals to join us!
If you would like to be a part of an innovative energy leader that offers a rewarding career in a multi cultural environment, then apply to us today and be a part of this vibrant, world-class organisation.
Country of Work LocationMalaysia
City, State (if applicable)
Selangor
Work LocationCyberjaya-Wisma Shell
Requirements
Degree in Finance/Accounting or Professional Qualifications is preferred.
Broad knowledge of financial accounting requirements (Proficiency in financial accounting practices and IFRS standards).
Good analytical skills meticulous and able to work independently.
Results oriented, fast paced, resourceful and proactive.
Good working knowledge of Microsoft Applications especially Excel.
The incumbent has to work under pressure
No. of Positions1
Disclaimer
Please note: We occasionally amend or withdraw Shell jobs and reserve the right to do so at any time, including prior to the advertised closing date.

Before applying, you are advised to read our data protection policy. This policy describes the processing that may be associated with your personal data and informs you that your personal data may be transferred to Royal Dutch/Shell Group companies around the world.

The Shell Group and its approved recruitment consultants will never ask you for a fee to process or consider your application for a career with Shell. Anyone who demands such a fee is not an authorised Shell representative and you are strongly advised to refuse any such demand.

Shell is an Equal Opportunity Employer."
Front Desk Officer,"Communicate with superior regards booking arrangement and made necessary adaptation.
Job Responsibilities
Communicate with superior regards booking arrangement and made necessary adaptation.
Job Requirements
Communicate with superior regards booking arrangement and made necessary adaptation."
Citibank Berhad Customer Experience Lead Analyst,"Primary Location: Malaysia,Wilayah Persekutuan,Kuala Lumpur
Education: Bachelor's Degree
Job Function: Marketing
Schedule: Full-time
Shift: Day Job
Employee Status: Regular
Travel Time: Yes, 10 % of the Time
Job ID: 18060389

Description

Customer Experience Ld Analyst
Lead the insights team and ensure that team members are focused on delivering customer led insights to business which can be translated into actionable plans
Build and maintain relationships with key stakeholders across the business
Govern and manage the NPS Bottom Up closed loop and Top Down survey process and collate data with other VOC sources to ensure customers actionable feedbacks are channeled to actions owners for corrective actions to be taken
Work with external vendors as required, defining scope, questionnaires, segments, etc.
Oversee the survey vendor management to ensure meeting of deliverables and compliance requirement
Work with the business units to work on action items derived from customer insights to deliver improvement in customer journey and champion opportunities to consistently Citis customer experience
Constructively and continually challenges organizational norms, looks for creative solutions to deliver tangible improvements
Challenges all processes that impact our customers from receiving the best possible experience, and in turn defines/implement standards/procedures for ensuring optimal customer experience
Drive employee engagement programs, staff recognition program to promote customer centric culture
Regulate and review post sales communication to ensure relevance of the communication materials including adherence to Citi branding guidelines including logo, format and language
Facilitate Customer Experience focus groups with customers, volunteers and staff
Lead and participate in departments compliance controls and tests to ensure all processes are adhered to

Qualifications

Minimum of 10 years of related experience in banking industry
Proven experience in delivering projects to ensure successful implementations and timeliness
Experience in analyzing VOC and customer metrics will be an advantage
Works or has worked in a customer management role with proven success
Able to have difficult conversations, clearly explains initiatives in sufficient detail to gain understanding, and the support of internal and external customers and partners
Demonstrates high personal standards, able to identify positive behaviors in others
Demonstrates consistent excellence in standards, behaviors, knowledge and skills
Develops knowledge and skills of others to deliver objectives
Innovative and creative, challenges accepted beliefs
Motivated to participate in development opportunities that increase capability and performance
Self - aware, positive interpersonal skills yet determined. Bounces back after setbacks
Ability to troubleshoot and perform with minimal supervision in a highly dynamic environment
PC software skills required  Microsoft applications ie. Word, Excel, Power Point and Access
University degree is preferable
LEAN Six Sigma (i.e. Green or Black Belt) would be an advantage
#LI-MY"
"Assistant Accountant, General Ledger & Reporting","At Prudential, we understand that success comes from the talent and commitment of our people. Together, we have a shared vision in securing the future of our customers and our communities. We strive to build a business that you can shape, an inclusive workplace where everyones ideas are valued and a culture where we can thrive together. Our people stay connected and tuned in to whats happening around us, keeping us ahead of the curve. While focused on the long-term, we look to the future to bring growth, development and benefit to everyone whose lives we touch.




Job Responsibilities:
Accountable for GL and Reporting activities for PSS which includes:

1. Maintenance of general ledger of Prudential Services Singapore to ensure the integrity of accounting records for completeness, accuracy and compliance with accepted accounting policies and principles and tax covering:
Ensure all revenue and expenses are accounted for in PSS financial books. Closure of PSS management account on timely basis;
Perform monthly headcount posting and actual cost allocation run
Ensure journals are accurately prepared, and obtain proper approvals for posting.
Perform GL account reconciliations and detailed acc.ount analysis. Monitor and clearance of aged item in general ledger
Preparation of Balance Sheet schedules including inter-company balances are reconciled on a monthly basis
Continuously improve on internal control, systems, work process and documentations.

2. Preparation of PSS financial reporting and ensure accuracy and timely submission within stipulated timeline.
Reporting to Regional covering: MIS submission,
RHO additional reporting requirements are on time and accurate
Hyperion pack according to IFRS and Group Accounting policie, Prepare all disclosure schedules correctly and submitted on time
Attend to RHO/GHO queries and ad-hoc reports request promptly
Regulatory and Internal management review reporting.
3. Review journal, GL accounts details and reconciliations and reporting prepared by GL and reporting team member.

4. Coordinate and preparation of external audit. Liaise with external auditor to ensure the Company financial statements and accounting matters with auditors been address to ensure timely finalization of audited accounts

5. Perform analysis on PSS expenses to ensure compliance of corporate tax. Consolidation of financial information for corporate tax to Tax and provide assistance and documentation on tax queries by regulator on the PSS financial records;

6.PSS financial planning covering :

(i) PSS annual financial planning which include:
Prepare budget template and costing for budget preparation;
Correspond with business owner;
Analysis of business budget and review with business owner;
Consolidation of PSS budget
Ensure financial budget are update as per business owner plan in the financial system timely;
Reporting to regional and LBU on PSS recharge budget

(ii) Preparation of PSS reforecast/rebase plan
Prepare PSS forecast financial results on cashflow and financial performance of PSS;
Assist in financial reviews with internal management to provide insightful information to management to aid in long-term and short-term decision making
To support in any ad-hoc task relation to GL and reporting as direct by your manager for internal management review and support.

Job Requirements:
Bachelor's Degree, Post Graduate Diploma in Finance/Accountancy/ Commerce or Professional Qualification eg ACCA, CIMA, CPA or equivalent
3 - 5 years experience in related field
Good understanding in financial accounting principles and book keeping
Strong analysis skill
Organized and prioritization skill. Ability to complete work on schedule
Able to work independently
Good team player with interpersonal communication skill
Experience with Sun GL is an added advantage"
